1870,3190.4340127389,2444.6436654278,530,737.3754972849,337.2727957009,824.9809208853
1871,3331.8750197254,2502.8468538615,NaN,742.0053105518,NaN,NaN
1872,3319.1654012675,2540.9388646288,NaN,746.0053357813,NaN,NaN
1873,3364.6976411723,2604.2525594108,NaN,751.0122611919,NaN,NaN
1874,3386.444109412,2527.2550438795,NaN,756.179934724,NaN,NaN
1875,3433.6683821067,2598.5854790585,NaN,809.8543853708,NaN,NaN
1876,3430.1604216868,2570.3545271891,NaN,784.5602441688,NaN,NaN
1877,3425.1970455087,2595.3935552034,NaN,802.6542284413,NaN,NaN
1878,3402.5006483555,2645.9617054712,NaN,793.749139474,NaN,NaN
1879,3352.5074626866,2909.4331983806,NaN,835.4077194518,NaN,NaN
1880,3477.3199318372,3183.9549724523,NaN,863.3955497596,NaN,NaN
1881,3568.4267926149,3215.4494327735,NaN,829.3004957965,NaN,NaN
1882,3643.040334034,3337.9599072171,NaN,844.175976907,NaN,NaN
1883,3643.3102961918,3338.5870265692,NaN,837.2080707515,NaN,NaN
1884,3621.6540141082,3320.2806007735,NaN,835.7019245896,NaN,NaN
1885,3573.6807996668,3269.959035848,NaN,860.1243917038,NaN,NaN
1886,3600.0241235921,3294.0650574238,NaN,916.446584848,NaN,NaN
1887,3713.1507186185,3368.2546090701,NaN,951.5257551588,NaN,NaN
1888,3849.0978010358,3281.6637028255,NaN,899.5949147792,NaN,NaN
1889,4023.7664210017,3413.2804437565,NaN,932.6748639387,NaN,NaN
1890,4008.7886354542,3391.8982812549,540.4710526316,1011.9419617237,NaN,NaN
1891,3975.1717369451,3467.263650715,NaN,956.4380138683,NaN,NaN
1892,3846.3196622437,3727.9955856922,NaN,1012.6947940222,NaN,NaN
1893,3810.7444531047,3478.4119825676,NaN,1008.3603082852,NaN,NaN
1894,4028.8928176227,3313.7995798136,NaN,1119.4156711004,NaN,NaN
1895,4117.7007725453,3644.2203547551,NaN,1123.4641532017,NaN,NaN
1896,4248.5639031289,3504.4280715561,NaN,1051.123495118,NaN,NaN
1897,4263.5121914622,3769.483296767,NaN,1061.9491123983,NaN,NaN
1898,4427.7241276838,3779.6917499085,NaN,1248.8829760111,NaN,NaN
1899,4566.9517082383,4051.367061299,NaN,1143.1368450007,NaN,NaN
1900,4491.8142145547,4090.7872916967,545.385,1179.5133664377,NaN,NaN
1901,4450.3975636766,4463.8631881676,NaN,1206.4631230129,NaN,NaN
1902,4525.2808822476,4420.630145088,NaN,1128.9048502928,NaN,NaN
1903,4439.6162950339,4550.8943740271,NaN,1192.6275386663,NaN,NaN
1904,4427.9439581329,4409.5320240044,NaN,1188.088253051,NaN,NaN
1905,4520.4757916289,4642.1638917609,NaN,1156.7547459907,NaN,NaN
1906,4631.0853531976,5079.1242392445,NaN,1297.2095411523,NaN,NaN
1907,4678.5787319661,5064.890426957,NaN,1325.1545574637,NaN,NaN
1908,4449.1916417369,4560.6159676604,NaN,1318.4389556569,NaN,NaN
1909,4510.523180593,5017.4959876713,NaN,1300.5424911498,NaN,NaN
1910,4610.780033841,4963.735703429,NaN,1303.7552607133,NaN,NaN
1911,4708.8999293099,5045.6839038988,NaN,1355.5780145375,455.1201278426,NaN
1912,4761.7473253203,5200.6984734021,NaN,1384.082605367,470.889394974,NaN
1913,4920.54590462,5300.7294633527,552.2967470376,1386.6891159622,485.4522701009,1213
1914,4926.5821190471,4799.2011356213,NaN,1326.5022139095,503.6528850538,NaN
1915,5288.2658178679,4864.1926174696,NaN,1429.7150064001,585.0946968138,NaN
1916,5384.3804015995,5458.6928998476,NaN,1629.7179596767,568.4544698049,NaN
1917,5421.0162183035,5247.7368735371,NaN,1665.0631923141,624.4664088909,NaN
1918,5459.3145679012,5658.9843937575,NaN,1668.4133294465,667.9782775819,NaN
1919,4870.407916792,5680.4064926569,NaN,1827.2143955984,706.2002556199,NaN
1920,4547.9136285,5552.3273640778,NaN,1695.7542907306,609.7060955478,NaN
1921,4439.1513432565,5322.7335909108,NaN,1859.5025314215,652.4800791252,NaN
1922,4636.9351843505,5539.8436787227,NaN,1831.1224807286,594.4816863125,NaN
1923,4759.7096152121,6164.1990354756,NaN,1809.3504841466,631.4437740771,712.1135692152
1924,4920.9420460871,6232.5506730215,NaN,1836.3172136455,630.1832848375,846.1483390607
1925,5144.4944628154,6282.4188710399,NaN,1885.1617553174,625.017301543,935.9840671456
1926,4936.1136363636,6602.4422138694,NaN,1871.5777814515,643.0340794007,1079.4290156173
1927,5314.9382449492,6576.4989456244,NaN,1869.7665472896,665.2826023257,974.4561403509
1928,5356.9653341525,6569.3454464293,NaN,1992.3718670323,664.4051392322,1063.0008289583
1929,5503.3180504467,6898.7221563254,562.4978194975,2025.7346783885,624.0056605783,1213.328799728
1930,5440.8624689312,6212.7127066016,567.6216768916,1850.3913212778,585.8178351524,1249.2631296892
1931,5138.4158527586,5691.3665963268,569.1640954855,1837.340940112,584.0908114103,1302.4252010017
1932,5148.253285853,4908.3657801588,582.9133983603,1961.5832842315,580.2285016484,1204.6191773712
1933,5277.4607480654,4776.9154778887,578.608,2122.435622637,696.1930146319,1341.6145101546
1934,5607.5080358291,5113.6075934414,525.4088918687,2098.3416360699,690,1351.1253614988
1935,5799.0052914569,5466.8379464879,564.8278619096,2120.4684855137,746.6392113388,1357.0367619755
1936,6035.1685393259,6203.8837823766,597.3572670235,2244.4213991535,802.3289906782,1587.7449190702
1937,6217.6185159339,6430.1214777853,579.7489425035,2315.1162911417,871.8571735876,1612.2571001495
1938,6266.451551775,6126.4656718477,562.3081178799,2449.2747673173,903.7703149844,1724.1419840151
1939,6262.4009501782,6560.7526589073,NaN,2816.056768559,803.6808969646,1814.0092481589
1940,6856.0049765687,7009.6372128441,NaN,2874.2901722697,893.3307470838,1675.2707479939
1941,7481.6763729882,8205.6830991174,NaN,2872.7038848727,NaN,1507.8563100328
1942,7638.8683471074,9741.1051881288,NaN,2818.2169960949,NaN,1556.7214195462
1943,7743.7019820041,11518.1715717699,NaN,2821.6226432472,NaN,1398.1843879104
1944,7405.3918720418,12333.4496642363,NaN,2658.9726606028,NaN,1324.3868330465
1945,7056.1345614249,11708.6475575551,NaN,1346.1258396306,NaN,1133.4220329963
1946,6745.3401060609,9196.5429688601,NaN,1444.2164794881,NaN,1430.413309072
1947,6604.4105898746,8885.9943810129,NaN,1540.9444565343,NaN,1476.0792280345
1948,6745.6359419363,9064.5622507694,NaN,1725.2858836005,NaN,1637.3784481048
1949,6955.6933534743,8943.7443212927,NaN,1799.8258774445,NaN,1518.8523795677
1950,6939.3739900652,9561.3478600653,448.0217258122,1920.7207207207,853.8902207071,1622.9327657764
1951,7123.3644859813,10116.2463358256,491.0185118749,2125.608509376,787.021041053,1784.4110944988
1952,7090.7198096371,10315.5446103851,537.6140338542,2336.4246820965,835.275841767,1947.0961014589
1953,7345.7988259245,10612.6080007991,552.1766800255,2474.3436961038,1071.6762935518,2108.0557268176
1954,7619.2061459667,10359.1083630832,556.936722044,2581.8698745065,1123.9561752111,1992.7277816734
1955,7868.1348879206,10896.8547167196,576.5302182681,2770.7491371714,1168.8564416374,2092.7271807811
1956,7928.7472647702,10914.2821619509,616.1119290708,2947.8701055396,1148.869232346,2097.2051133167
1957,8017.013416294,10919.9867429528,635.99139013,3135.8733525238,1205.6669086669,2193.9594807966
1958,7965.8096491907,10630.5280131746,690.3748268234,3288.895321609,1233.8292933462,2221.8622157186
1959,8239.7990607437,11230.1692627791,686.3897418188,3553.9357364986,1242.7593101345,2251.806755062
1960,8645.2302757199,11328.4755162699,662.1404050549,3986.4328857789,1226.3891343416,2247.4652092442
1961,8856.6667297896,11401.7344344579,552.8932503445,4426.2842242053,1246.5915890322,2221.1523702259
1962,8865.3831719583,11904.9845071782,550.4378388933,4776.5168283412,1245.178566623,2296.9116304021
1963,9149.1841491842,12242.3404952389,590.290692988,5128.6442560701,1315.518881924,2453.8810741841
1964,9567.9650312089,12772.566431635,644.8181798655,5667.6904578195,1389.6512292739,2496.2403963627
1965,9751.5363385465,13418.7017184501,701.5932940428,5933.7476120909,1436.3351332521,2504.1064804866
1966,9885.3101037644,14133.5266585267,746.3162904542,6505.5315792792,1569.3368664221,2734.7653410005
1967,10048.8909914664,14330.0303957486,706.9206812007,7152.2936227134,1644.6516876307,2794.771603885
1968,10409.9503749049,14862.9388259444,674.914462047,7983.3134093114,1812.0500680978,2916.7482200006
1969,10551.6849678152,15179.4086156791,712.9738387613,8874.0888973852,2040.00760842,3002.0615229635
1970,10767.471958585,15029.8460878216,778.3518571699,9713.9514330029,2167.3335194318,3078.1873743616
1971,10941.4742339957,15304.2988331945,794.9613900762,10040.324215724,2332.3601861144,3281.7418847104
1972,11293.9246420229,15943.8674391127,798.3318445994,10733.59956084,2456.4691837039,3412.1345416564
1973,12025.2801992528,16689.3430670712,838.3949021475,11433.8020648332,2824.2596777507,3476.5203588812
1974,11858.9036710302,16491.2697447792,835.146331982,11144.5202007489,3015.2484722703,3665.3557460726
1975,11847.0870764031,16283.6326763068,871.1810954883,11343.7810592294,3161.701765823,3894.7887181673
1976,12114.9521403409,16975.0865686702,852.6708821997,11668.9679039317,3476.4082543224,4137.7810362212
1977,12383.6130938607,17566.5027538265,893.6271470287,12063.8549757324,3774.5910637831,4224.1431022307
1978,12827.8348496448,18372.9721230092,977.951504186,12584.8782997065,4063.9131256922,4254.5149845292
1979,13167.2832040976,18789.3937037613,1039.409497371,13163.0971326701,4294.0267490808,4133.0032020722
1980,12931.4912810314,18577.3666541336,1061.0526530342,13427.7299376874,4114.1013534781,4021.6015934835
1981,12747.4263024812,18855.554869996,1110.19347776,13754.4517084051,4301.8619425148,4086.5034431971
1982,12954.6474010584,18325.1202630836,1186.053718905,14078.3704025801,4557.2903422672,4181.9954178502
1983,13404.4668336909,18920.1563910921,1257.7436655174,14306.8728905049,5006.9656727637,4229.5185669743
1984,13720.057238974,20122.6671018211,1395.8594748391,14772.5869629179,5374.6225808048,4366.7360878393
1985,14164.5461057742,20717.3229600765,1519.1534099559,15331.2508408083,5670.3916090771,4485.4391766043
1986,14741.8157463185,21236.0854633512,1597.0059711846,15679.3810630013,6262.9688940651,4695.27132394
1987,15393.4373926189,21787.6936741279,1737.0536929158,16251.2938572827,6915.909855365,4998.0217932367
1988,16109.9964252726,22499.4416202332,1830.0373083522,17184.6378442743,7620.589564845,5086.1429354816
1989,16413.7229209891,23059.2781935995,1834.1867429491,17942.5136567634,8027.303352258,5041.4981428347
1990,16429.9115844957,23200.5603124016,1870.9302888957,18789.0711638743,8704.4251090532,5399.4223548939
1991,16155.2922795788,22832.7900458889,1967.1822589896,19347.1030845286,9446.1098327154,5346.457941278
1992,16133.4946989744,23284.9818796769,2132.175935861,19440.299298859,9877.3810870787,5562.1156534086
1993,16458.2961596356,23640.1125795728,2311.8224092869,19417.4356107225,10391.1696651367,5901.9609023532
1994,17117.9416871969,24312.788958488,2514.6601668855,19536.8194484374,11198.5704031181,5482.1934151937
1995,17585.5273962764,24637.3298562514,2863.4848176752,19871.7144565587,12094.2372788165,5774.6256668736
1996,18044.003183378,25263.1016490884,2891.9888300275,20343.3604494179,12859.8523312125,6073.4886016332
1997,19115.0724620857,26074.239422589,3013.3504054631,20617.4376150292,13500.5338606959,6420.7223380437
1998,19724.0854130654,26893.4508583201,2993.1936856599,20154.4939970668,12634.3369913574,6509.6117997127
1999,20269.4815425795,27869.8120276712,3162.2338323748,20070.3990882824,13889.5843040678,6188.3013855767
2000,21045.7200197754,28701.9343183093,3420.8657223527,20480.9512649949,14997.5353787583,6501.9979414609
2001,21567.3540291025,28726.094319274,3758.9314777686,20499.907952727,15481.4189128321,6035.1354946795
2002,22008.0062311455,28976.9301926844,4197.1454233052,20516.8492325356,16497.6090534702,6308.0779469607
2003,22762.7650489871,29458.9225068712,4802.8430611611,20832.9978499007,16881.9381479555,6539.5415134863
2004,23306.5595809574,30199.8008605518,5168.7086009683,21301.1782487397,17588.9312981087,7045.4778523726
2005,23810.4316743916,30841.6454964245,5575.3727794312,21575.0234740755,18227.318896552,7525.986459221
2006,24285.2826501444,31357.5395877359,6047.5622034752,21938.1705923005,19124.0845440362,7929.9644413676
2007,25002.1190996614,31654.9267549224,6303.0241637169,22410.0656101345,20047.7928047892,8184.536961346
2008,24602.1336346824,31251.2664903331,6724.7797002686,22175.1244681219,20453.7802150875,8126.938020293
2009,23489.3550127138,29898.6442164918,7308.2031370235,20963.2002965601,20464.3180426218,7632.8603725357
2010,23777.1557576827,30491.3443807637,8031.9446743844,21934.9033913457,21700.8557640451,8224.8608428448
